"bbref_id","season","Name","Age","Level","Team","G","PA","AB","R","H","X1B","X2B","X3B","HR","RBI","BB","IBB","uBB","SO","HBP","SH","SF","GDP","SB","CS","BA","OBP","SLG","OPS"
"wongko01",2017,"Kolten Wong",28,"Maj-NL","St. Louis",380,1367,1185,157,325,222,70,9,24,139,119,19,100,203,39,13,11,12,38,9,0.274,0.357,0.409,0.766
"ahmedni01",2017,"Nick Ahmed",29,"Maj-NL","Arizona",364,1367,1239,164,304,177,74,12,41,173,102,7,95,261,7,2,17,36,16,9,0.245,0.303,0.424,0.726
"rojasmi02",2017,"Miguel Rojas",30,"Maj-NL","Miami",367,1360,1244,133,339,261,58,3,17,125,83,9,74,163,18,4,11,44,17,8,0.273,0.325,0.365,0.69
"santado01",2017,"Domingo Santana",26,"Maj-AL,Maj-NL","Milwaukee,Seattle",355,1349,1187,172,316,195,63,2,56,174,143,4,139,419,9,0,8,26,24,8,0.266,0.347,0.464,0.812
"sanchga02",2017,"Gary Sanchez",26,"Maj-AL","New York",317,1345,1190,192,283,148,49,1,85,220,126,4,122,339,22,0,7,22,3,2,0.238,0.32,0.495,0.815
"cabreme01",2017,"Melky Cabrera",34,"Maj-AL,Maj-NL","Chicago,Cleveland,Kansas City,Pittsburgh",367,1341,1248,149,353,251,69,3,30,171,73,4,69,153,6,3,11,43,4,1,0.283,0.323,0.415,0.738
"lowrije01",2017,"Jed Lowrie",35,"Maj-AL,Maj-NL","New York,Oakland",318,1333,1170,164,316,189,86,4,37,168,152,3,149,232,5,0,6,18,0,1,0.27,0.355,0.445,0.8
"mccanja02",2017,"James McCann",29,"Maj-AL","Chicago,Detroit",341,1324,1218,132,303,205,56,3,39,148,82,1,81,342,17,2,5,27,5,3,0.249,0.304,0.396,0.7
"dietrde01",2017,"Derek Dietrich",29,"Maj-NL","Cincinnati,Miami",394,1321,1156,169,280,167,56,9,48,141,93,9,84,312,64,0,7,11,3,1,0.242,0.331,0.431,0.762
"healyry01",2017,"Ryon Healy",27,"Maj-AL","Oakland,Seattle",329,1316,1238,141,312,196,60,0,56,177,63,0,63,295,7,0,8,38,0,1,0.252,0.29,0.436,0.727
"bruceja01",2017,"Jay Bruce",32,"Maj-AL,Maj-NL","Cleveland,New York,Philadelphia,Seattle",338,1310,1183,156,279,141,64,3,71,197,117,4,113,295,3,0,7,19,4,2,0.236,0.305,0.475,0.78
"barnhtu01",2017,"Tucker Barnhart",28,"Maj-NL","Cincinnati",371,1309,1146,108,287,195,59,5,28,130,140,20,120,247,7,9,7,30,5,2,0.25,0.334,0.384,0.718
"beckhti01",2017,"Tim Beckham",29,"Maj-AL","Baltimore,Seattle,Tampa Bay",321,1305,1206,151,305,194,56,6,49,144,84,0,84,369,10,2,3,27,8,7,0.253,0.306,0.431,0.737
"herreod01",2017,"Odubel Herrera",27,"Maj-NL","Philadelphia",324,1299,1202,143,316,201,71,7,37,143,80,7,73,281,12,1,4,24,15,8,0.263,0.314,0.426,0.74
"grandcu01",2017,"Curtis Granderson",38,"Maj-AL,Maj-NL","Los Angeles,Miami,Milwaukee,New York,Toronto",405,1293,1109,178,236,116,63,6,51,136,166,4,162,327,11,1,6,11,8,4,0.213,0.32,0.418,0.738
"thameer01",2017,"Eric Thames",32,"Maj-NL","Milwaukee",380,1287,1111,190,268,128,59,9,72,161,155,13,142,399,19,0,2,9,14,3,0.241,0.343,0.505,0.848
"anderbr06",2017,"Brian Anderson",26,"Maj-NL","Miami",307,1285,1133,155,303,192,74,6,31,139,116,3,113,271,30,0,6,34,7,2,0.267,0.349,0.425,0.775
"pederjo01",2017,"Joc Pederson",27,"Maj-NL","Los Angeles",396,1281,1119,192,268,127,63,6,72,165,129,6,123,265,26,1,6,17,6,4,0.24,0.331,0.5,0.83
"moralke01",2017,"Kendrys Morales",36,"Maj-AL","New York,Oakland,Toronto",333,1280,1140,130,275,181,42,1,51,154,119,7,112,253,12,0,9,43,2,0,0.241,0.317,0.414,0.731
"gennesc01",2017,"Scooter Gennett",29,"Maj-NL","Cincinnati,San Francisco",336,1274,1178,181,347,230,59,6,52,200,74,4,70,280,10,3,9,30,7,3,0.295,0.339,0.487,0.826
"correca01",2017,"Carlos Correa",24,"Maj-AL","Houston",294,1269,1103,184,307,183,61,3,60,208,141,8,133,277,6,0,19,37,6,0,0.278,0.358,0.502,0.86
"seageco01",2017,"Corey Seager",25,"Maj-NL","Los Angeles",305,1269,1129,180,319,192,82,2,43,177,122,9,113,246,10,0,8,24,5,2,0.283,0.355,0.473,0.828
"martijo08",2017,"Jose Martinez",30,"Maj-NL","St. Louis",385,1269,1140,156,337,237,56,3,41,171,115,2,113,246,4,3,7,38,7,3,0.296,0.36,0.458,0.818
"polloaj01",2017,"AJ Pollock",31,"Maj-NL","Arizona,Los Angeles",311,1268,1146,183,301,170,69,12,50,161,89,4,85,245,21,1,11,21,38,9,0.263,0.324,0.475,0.799
"kiermke01",2017,"Kevin Kiermaier",29,"Maj-AL","Tampa Bay",315,1268,1159,160,279,177,47,19,36,123,82,6,76,294,16,7,4,15,45,15,0.241,0.299,0.407,0.706
"mercejo03",2017,"Jordy Mercer",32,"Maj-AL,Maj-NL","Detroit,Pittsburgh",335,1266,1153,119,296,191,69,7,29,119,96,23,73,233,11,1,5,32,2,2,0.257,0.319,0.404,0.723
"hernaen02",2017,"Enrique Hernandez",27,"Maj-NL","Los Angeles",412,1264,1113,170,265,150,60,6,49,153,127,10,117,255,7,5,12,16,10,0,0.238,0.317,0.435,0.752
"lucrojo01",2017,"Jonathan Lucroy",33,"Maj-AL,Maj-NL","Chicago,Colorado,Los Angeles,Oakland,Texas",350,1263,1131,116,280,205,52,5,18,127,102,8,94,167,16,1,13,45,1,0,0.248,0.315,0.35,0.666
"maldoma01",2017,"Martin Maldonado",32,"Maj-AL,Maj-NL","Chicago,Houston,Kansas City,Los Angeles",359,1249,1135,128,250,157,56,2,35,109,63,2,61,303,35,12,4,31,0,3,0.22,0.281,0.366,0.647
"aguilje01",2017,"Jesus Aguilar",29,"Maj-AL,Maj-NL","Milwaukee,Tampa Bay",409,1246,1085,159,283,166,52,2,63,210,126,4,122,318,12,0,20,39,0,0,0.261,0.339,0.487,0.825
"deshide02",2017,"Delino DeShields",26,"Maj-AL","Texas",342,1241,1067,169,262,199,44,7,12,76,125,0,125,292,9,33,7,11,73,16,0.246,0.328,0.334,0.661
"cabremi01",2017,"Miguel Cabrera",36,"Maj-AL","Detroit",304,1234,1095,108,296,211,54,0,31,141,124,14,110,244,6,0,9,39,0,1,0.27,0.345,0.405,0.75
"walkene01",2017,"Neil Walker",33,"Maj-AL,Maj-NL","Miami,Milwaukee,New York",339,1227,1069,144,266,177,52,4,33,133,139,6,133,241,11,1,7,20,3,0,0.249,0.339,0.398,0.737
"forsylo01",2017,"Logan Forsythe",32,"Maj-AL,Maj-NL","Los Angeles,Minnesota,Texas",338,1222,1049,131,239,171,52,1,15,102,154,2,152,292,10,0,8,30,8,1,0.228,0.33,0.322,0.652
"sanomi01",2017,"Miguel Sano",26,"Maj-AL","Minnesota",290,1221,1070,183,259,132,48,4,75,197,140,5,135,447,7,0,4,24,0,0,0.242,0.333,0.505,0.837
"garcile02",2017,"Leury Garcia",28,"Maj-AL","Chicago",309,1219,1135,157,312,233,49,9,21,105,43,0,43,277,17,18,6,12,35,8,0.275,0.31,0.389,0.699
"duvalad01",2017,"Adam Duvall",30,"Maj-NL","Atlanta,Cincinnati",335,1204,1091,143,253,132,61,4,56,179,83,4,79,326,17,0,13,20,7,3,0.232,0.293,0.449,0.742
"gonzaca01",2017,"Carlos Gonzalez",33,"Maj-AL,Maj-NL","Chicago,Cleveland,Colorado",313,1203,1077,164,280,174,69,4,33,131,111,8,103,284,4,0,11,17,8,1,0.26,0.328,0.423,0.752
"acunaro01",2017,"Ronald Acuna Jr.",21,"Maj-NL","Atlanta",267,1202,1059,205,302,181,48,6,67,165,121,6,115,311,15,0,4,12,53,12,0.285,0.365,0.532,0.897
"jayjo02",2017,"Jon Jay",34,"Maj-AL,Maj-NL","Arizona,Chicago,Kansas City",331,1201,1071,151,297,237,45,10,5,83,78,3,75,205,33,13,6,23,10,4,0.277,0.343,0.352,0.695
"gamelbe01",2017,"Ben Gamel",27,"Maj-AL,Maj-NL","Milwaukee,Seattle",369,1199,1077,152,287,200,59,9,19,111,107,4,103,287,8,1,6,12,13,4,0.267,0.336,0.391,0.727
"hicksaa01",2017,"Aaron Hicks",29,"Maj-AL","New York",284,1197,1002,185,251,148,46,3,54,167,172,1,171,250,6,3,14,11,22,4,0.251,0.359,0.464,0.823
"zobribe01",2017,"Ben Zobrist",38,"Maj-NL","Chicago",312,1192,1040,149,279,198,53,6,22,125,132,3,129,155,5,3,12,27,5,4,0.268,0.35,0.394,0.744
"profaju01",2017,"Jurickson Profar",26,"Maj-AL","Oakland,Texas",306,1182,1041,155,243,134,61,8,40,149,111,3,108,177,21,2,7,21,20,2,0.233,0.318,0.423,0.741
"gomesya01",2017,"Yan Gomes",31,"Maj-AL,Maj-NL","Cleveland,Washington",313,1176,1058,131,256,157,57,0,42,147,90,8,82,302,21,1,6,20,2,0,0.242,0.312,0.415,0.727
"chiriro01",2017,"Robinson Chirinos",35,"Maj-AL","Houston,Texas",311,1172,989,151,234,129,50,3,52,161,130,1,129,344,42,3,8,23,4,1,0.237,0.347,0.451,0.798
"parrage01",2017,"Gerardo Parra",32,"Maj-NL","Colorado,San Francisco,Washington",373,1169,1067,146,299,217,55,2,25,172,71,6,65,201,14,3,14,26,21,11,0.28,0.329,0.406,0.735
"nunezed02",2017,"Eduardo Nunez",32,"Maj-AL,Maj-NL","Boston,San Francisco",301,1167,1114,129,311,221,63,3,24,122,38,0,38,150,5,3,7,34,36,7,0.279,0.304,0.406,0.71
"almoral01",2017,"Albert Almora",25,"Maj-NL","Chicago",404,1165,1082,142,296,215,53,3,25,119,59,6,53,198,4,10,10,28,4,4,0.274,0.311,0.397,0.708
"ramoswi01",2017,"Wilson Ramos",31,"Maj-AL,Maj-NL","New York,Philadelphia,Tampa Bay",314,1164,1063,110,307,219,47,1,40,178,86,9,77,185,4,0,8,47,1,0,0.289,0.342,0.448,0.79
"escobal02",2017,"Alcides Escobar",31,"Maj-AL","Kansas City",302,1160,1084,125,262,186,58,8,10,88,44,2,42,176,9,15,8,28,12,8,0.242,0.275,0.338,0.613
"sotoju01",2017,"Juan Soto",20,"Maj-NL","Washington",266,1153,956,187,274,155,57,6,56,180,187,13,174,231,3,1,6,20,17,3,0.287,0.403,0.535,0.937
"candeje01",2017,"Jeimer Candelario",25,"Maj-AL,Maj-NL","Chicago,Detroit",276,1147,1001,129,225,136,54,5,30,102,122,2,120,289,18,0,6,10,6,2,0.225,0.318,0.379,0.697
"mauerjo01",2017,"Joe Mauer",35,"Maj-AL","Minnesota",267,1140,1011,133,297,219,63,2,13,119,117,8,109,169,5,1,6,26,2,0,0.294,0.368,0.399,0.767
"vazquch01",2017,"Christian Vazquez",28,"Maj-AL","Boston",311,1135,1057,133,279,191,54,3,31,120,63,4,59,206,7,4,4,36,15,5,0.264,0.309,0.409,0.717
"eatonad02",2017,"Adam Eaton",30,"Maj-NL","Washington",269,1133,976,182,281,200,50,9,22,95,117,0,117,188,25,11,4,10,27,4,0.288,0.377,0.425,0.802
"zuninmi01",2017,"Mike Zunino",28,"Maj-AL","Seattle,Tampa Bay",319,1129,1026,119,216,108,53,1,54,140,83,0,83,408,17,0,3,19,1,0,0.211,0.28,0.422,0.702
"polangr01",2017,"Gregory Polanco",27,"Maj-NL","Pittsburgh",280,1113,993,137,249,142,60,7,40,133,100,10,90,226,7,0,8,20,23,4,0.251,0.321,0.446,0.767
"pencehu01",2017,"Hunter Pence",36,"Maj-AL,Maj-NL","San Francisco,Texas",313,1103,1014,127,266,183,41,7,35,150,77,2,75,230,4,0,8,11,13,2,0.262,0.315,0.42,0.735
"maybica01",2017,"Cameron Maybin",32,"Maj-AL,Maj-NL","Houston,Los Angeles,Miami,New York,Seattle",323,1103,976,143,243,163,51,4,25,95,119,2,117,241,4,1,3,24,52,17,0.249,0.332,0.386,0.718
"bourju01",2017,"Justin Bour",31,"Maj-AL,Maj-NL","Los Angeles,Miami,Philadelphia",300,1100,951,119,231,141,36,1,53,168,137,13,124,271,4,0,8,27,3,0,0.243,0.338,0.45,0.788
"narvaom01",2017,"Omar Narvaez",27,"Maj-AL","Chicago,Seattle",317,1099,961,116,266,196,36,1,33,99,123,3,120,202,7,5,3,18,0,2,0.277,0.362,0.419,0.781
"lambja01",2017,"Jake Lamb",28,"Maj-NL","Arizona",283,1099,930,149,215,121,46,6,42,166,145,14,131,272,13,0,11,23,8,5,0.231,0.339,0.429,0.768
"canhama01",2017,"Mark Canha",30,"Maj-AL","Oakland",304,1095,948,156,239,136,51,4,48,124,108,4,104,251,34,0,5,26,6,3,0.252,0.348,0.466,0.814
"solarya01",2017,"Yangervis Solarte",31,"Maj-AL,Maj-NL","San Diego,San Francisco,Toronto",277,1095,1006,108,240,158,46,0,36,125,72,6,66,148,8,2,7,43,4,1,0.239,0.293,0.392,0.685
"russead02",2017,"Addison Russell",25,"Maj-NL","Chicago",317,1091,987,129,240,163,46,5,26,104,89,9,80,248,9,2,4,19,8,0,0.243,0.31,0.379,0.689
"hedgeau01",2017,"Austin Hedges",26,"Maj-NL","San Diego",312,1090,1002,93,208,123,40,2,43,128,71,9,62,321,9,3,5,22,8,1,0.208,0.265,0.38,0.645
"zimmery01",2017,"Ryan Zimmerman",34,"Maj-NL","Washington",279,1089,983,143,279,159,63,2,55,186,91,2,89,220,6,0,9,30,2,1,0.284,0.345,0.52,0.865
"torregl01",2017,"Gleyber Torres",22,"Maj-AL","New York",267,1088,977,150,269,164,42,1,62,167,90,6,84,251,8,2,11,18,11,4,0.275,0.338,0.511,0.849
"bautijo02",2017,"Jose Bautista",37,"Maj-AL,Maj-NL","Atlanta,New York,Philadelphia,Toronto",279,1085,912,144,185,104,45,0,36,113,151,5,146,281,14,0,8,18,10,4,0.203,0.323,0.371,0.693
"hernate01",2017,"Teoscar Hernandez",26,"Maj-AL","Toronto",285,1082,981,141,233,114,54,9,56,142,92,1,91,352,4,0,5,22,11,7,0.238,0.304,0.482,0.786
"dysonja01",2017,"Jarrod Dyson",34,"Maj-AL,Maj-NL","Arizona,Seattle",306,1078,951,150,218,169,28,7,14,69,102,4,98,174,12,8,5,7,74,13,0.229,0.31,0.318,0.628
"florewi01",2017,"Wilmer Flores",27,"Maj-NL","Arizona,New York",321,1076,987,116,278,179,60,1,38,140,61,2,59,127,12,0,16,31,1,0,0.282,0.326,0.46,0.786
"muncyma01",2017,"Max Muncy",28,"Maj-NL","Los Angeles",278,1070,882,175,226,114,39,3,70,177,169,7,162,280,13,0,6,9,7,1,0.256,0.381,0.545,0.927
"harrijo05",2017,"Josh Harrison",31,"Maj-AL,Maj-NL","Detroit,Pittsburgh",261,1062,966,117,242,167,46,4,25,92,52,3,49,184,30,4,10,13,19,6,0.251,0.306,0.384,0.69
"schebsc01",2017,"Scott Schebler",28,"Maj-NL","Cincinnati",277,1056,934,129,217,120,46,2,49,123,92,6,86,251,23,0,7,15,9,6,0.232,0.314,0.443,0.758
"engelad01",2017,"Adam Engel",27,"Maj-AL","Chicago",327,1047,957,109,206,141,38,9,18,76,51,0,51,324,22,16,1,7,27,9,0.215,0.271,0.33,0.601
"solerjo01",2017,"Jorge Soler",27,"Maj-AL","Kansas City",256,1046,909,129,229,113,56,1,59,151,113,4,109,283,15,0,6,27,6,1,0.252,0.342,0.511,0.853
"spande01",2017,"Denard Span",34,"Maj-AL,Maj-NL","San Francisco,Seattle,Tampa Bay",265,1043,934,136,249,161,53,12,23,101,91,0,91,148,9,1,8,21,21,10,0.267,0.335,0.423,0.758
"perezsa02",2017,"Salvador Perez",28,"Maj-AL","Kansas City",257,1043,981,109,246,144,47,1,54,160,34,3,31,203,17,0,10,42,2,1,0.251,0.285,0.466,0.751
"perezhe01",2017,"Hernan Perez",28,"Maj-NL","Milwaukee",353,1038,980,112,245,168,41,5,31,98,48,2,46,216,0,4,6,23,29,6,0.25,0.283,0.397,0.68
"adamsma01",2017,"Matt Adams",30,"Maj-NL","Atlanta,St. Louis,Washington",361,1037,955,130,236,128,46,1,61,178,70,9,61,276,7,0,5,18,0,0,0.247,0.302,0.489,0.791
"kempma01",2017,"Matt Kemp",34,"Maj-NL","Atlanta,Cincinnati,Los Angeles",281,1035,960,113,267,175,50,1,41,154,64,7,57,233,1,0,9,41,0,0,0.278,0.321,0.46,0.782
"happia01",2017,"Ian Happ",24,"Maj-NL","Chicago",313,1031,891,143,219,120,43,6,50,142,124,14,110,335,7,2,7,19,18,7,0.246,0.34,0.476,0.816
"joycema01",2017,"Matt Joyce",34,"Maj-AL,Maj-NL","Atlanta,Oakland",346,1028,876,144,216,125,52,0,39,106,139,2,137,211,3,1,9,16,4,2,0.247,0.349,0.44,0.788
"camarjo01",2017,"Johan Camargo",25,"Maj-NL","Atlanta",312,1028,937,124,252,158,60,4,30,135,78,8,70,202,6,3,4,23,2,1,0.269,0.328,0.438,0.765
"descada01",2017,"Daniel Descalso",32,"Maj-NL","Arizona,Chicago",348,1015,861,121,192,114,43,10,25,123,135,2,133,256,6,1,10,11,6,1,0.223,0.329,0.383,0.712
"drurybr01",2017,"Brandon Drury",26,"Maj-AL,Maj-NL","Arizona,New York,Toronto",281,1013,940,89,223,129,62,3,29,114,60,1,59,236,8,0,5,20,1,1,0.237,0.287,0.402,0.689
"pindech01",2017,"Chad Pinder",27,"Maj-AL","Oakland",320,1012,921,124,226,135,48,2,41,116,65,1,64,268,16,3,6,22,2,3,0.245,0.305,0.435,0.74
"suzukku01",2017,"Kurt Suzuki",35,"Maj-NL","Atlanta,Washington",271,1006,903,120,246,150,48,0,48,163,59,3,56,118,32,1,11,21,0,1,0.272,0.335,0.485,0.82
"nimmobr01",2017,"Brandon Nimmo",26,"Maj-NL","New York",277,1004,809,137,204,114,50,10,30,97,159,5,154,271,29,2,5,12,14,6,0.252,0.391,0.45,0.841
"freesda01",2017,"David Freese",36,"Maj-NL","Los Angeles,Pittsburgh",321,1001,868,117,246,171,41,2,32,132,105,6,99,232,21,0,7,27,0,0,0.283,0.372,0.446,0.818
"diazal02",2017,"Aledmys Diaz",28,"Maj-AL,Maj-NL","Houston,St. Louis,Toronto",277,1000,918,122,242,152,55,1,34,115,62,4,58,132,8,1,11,28,9,4,0.264,0.312,0.437,0.749
"morrilo01",2017,"Logan Morrison",31,"Maj-AL,Maj-NL","Minnesota,Philadelphia,Tampa Bay",273,998,865,121,192,100,36,1,55,127,118,8,110,239,11,0,4,16,3,0,0.222,0.322,0.457,0.778
"heredgu01",2017,"Guillermo Heredia",28,"Maj-AL","Seattle,Tampa Bay",334,994,882,103,211,151,43,1,16,63,77,2,75,176,21,10,4,17,5,10,0.239,0.314,0.345,0.659
"trumbma01",2017,"Mark Trumbo",33,"Maj-AL","Baltimore",248,992,918,121,222,145,37,0,40,112,68,0,68,241,3,0,3,25,1,0,0.242,0.295,0.413,0.708
"reynoma01",2017,"Mark Reynolds",35,"Maj-NL","Colorado,Washington",311,990,861,121,213,128,37,1,47,157,115,1,114,296,5,0,9,23,4,1,0.247,0.336,0.456,0.793
"gyorkje01",2017,"Jedd Gyorko",30,"Maj-NL","Los Angeles,St. Louis",311,984,869,107,224,147,41,3,33,123,100,1,99,206,4,0,11,27,10,1,0.258,0.333,0.426,0.759
"kingesc01",2017,"Scott Kingery",25,"Maj-NL","Philadelphia",273,984,910,119,220,130,57,6,27,90,58,2,56,273,8,1,7,5,25,6,0.242,0.291,0.407,0.698
"goodrni01",2017,"Niko Goodrum",27,"Maj-AL","Detroit,Minnesota",253,983,885,117,215,123,56,8,28,98,89,2,87,281,5,0,4,16,24,6,0.243,0.314,0.419,0.734
"moranco01",2017,"Colin Moran",26,"Maj-AL,Maj-NL","Houston,Pittsburgh",299,980,892,98,248,171,49,3,25,141,70,8,62,200,7,0,11,19,0,2,0.278,0.332,0.424,0.755
"dudalu01",2017,"Lucas Duda",33,"Maj-AL,Maj-NL","Atlanta,Kansas City,New York,Tampa Bay",273,977,856,92,189,94,46,1,48,129,99,9,90,269,15,0,7,17,1,0,0.221,0.31,0.445,0.755
"flowety01",2017,"Tyler Flowers",33,"Maj-NL","Atlanta",266,976,839,111,208,138,36,3,31,113,97,4,93,263,35,0,5,20,0,1,0.248,0.348,0.409,0.757
"doziehu01",2017,"Hunter Dozier",27,"Maj-AL","Kansas City",241,974,885,111,229,130,48,14,37,118,79,2,77,257,4,0,6,21,4,5,0.259,0.32,0.47,0.79
"martiru01",2017,"Russell Martin",36,"Maj-AL,Maj-NL","Los Angeles,Toronto",262,966,805,115,170,116,25,0,29,80,136,3,133,225,22,1,2,21,2,4,0.211,0.34,0.35,0.69
"difowi01",2017,"Wilmer Difo",27,"Maj-NL","Washington",314,966,872,117,217,166,26,11,14,71,75,14,61,186,3,9,7,17,20,5,0.249,0.308,0.352,0.66
"fletcda02",2017,"David Fletcher",25,"Maj-AL","Los Angeles",234,960,880,118,251,190,48,6,7,74,70,2,68,98,3,4,3,15,11,2,0.285,0.339,0.377,0.716
"alfarjo01",2017,"Jorge Alfaro",26,"Maj-NL","Miami,Philadelphia",267,956,882,91,237,165,36,3,33,108,43,8,35,325,28,0,3,16,7,3,0.269,0.322,0.429,0.751
"jonesja07",2017,"JaCoby Jones",27,"Maj-AL","Detroit",270,954,868,107,183,104,44,10,25,73,60,2,58,301,21,2,3,20,26,8,0.211,0.277,0.371,0.648
"martivi01",2017,"Victor Martinez",39,"Maj-AL","Detroit",240,943,859,70,217,161,37,0,19,101,68,7,61,112,7,0,9,34,0,0,0.253,0.31,0.362,0.672
"davidma02",2017,"Matt Davidson",27,"Maj-AL","Chicago",241,939,848,94,190,104,39,1,46,130,71,0,71,330,12,0,8,20,0,0,0.224,0.291,0.435,0.726
"gomezca01",2017,"Carlos Gomez",33,"Maj-AL,Maj-NL","New York,Tampa Bay,Texas",257,933,814,103,186,113,41,3,29,93,63,0,63,260,43,7,6,12,29,8,0.229,0.315,0.393,0.708
"mccanbr01",2017,"Brian McCann",35,"Maj-AL,Maj-NL","Atlanta,Houston",245,931,815,97,193,131,24,1,37,130,88,4,84,151,15,0,13,26,1,1,0.237,0.318,0.405,0.723
"baderha01",2017,"Harrison Bader",25,"Maj-NL","St. Louis",297,925,811,125,191,122,37,5,27,86,82,8,74,266,22,3,7,5,28,7,0.236,0.32,0.393,0.713
"wietema01",2017,"Matt Wieters",33,"Maj-NL","St. Louis,Washington",263,919,825,82,187,126,32,0,29,109,80,7,73,186,5,1,8,22,2,1,0.227,0.296,0.371,0.667
"spangco01",2017,"Cory Spangenberg",28,"Maj-NL","Milwaukee,San Diego",277,917,837,103,209,150,29,8,22,81,65,2,63,272,7,7,1,9,20,3,0.25,0.309,0.382,0.691
"goodwbr01",2017,"Brian Goodwin",28,"Maj-AL,Maj-NL","Kansas City,Los Angeles,Washington",284,916,823,126,209,113,56,4,36,102,77,4,73,255,7,2,7,6,17,5,0.254,0.321,0.463,0.784
"taylomi02",2017,"Michael A. Taylor",28,"Maj-NL","Washington",303,914,840,111,210,126,52,6,26,84,65,5,60,287,2,5,2,12,47,13,0.25,0.305,0.419,0.724
"adamewi01",2017,"Willy Adames",23,"Maj-AL","Tampa Bay",237,907,819,112,215,152,32,1,30,86,77,4,73,248,4,4,3,15,10,7,0.263,0.328,0.414,0.742
"perezro02",2017,"Roberto Perez",30,"Maj-AL","Cleveland",251,907,785,84,168,102,30,2,34,120,92,1,91,268,5,18,7,22,1,1,0.214,0.298,0.387,0.685
"willini01",2017,"Nick Williams",25,"Maj-NL","Philadelphia",289,903,826,107,210,142,30,7,31,110,56,2,54,251,17,0,4,13,4,2,0.254,0.313,0.42,0.734
"buxtoby01",2017,"Byron Buxton",25,"Maj-AL","Minnesota",253,900,823,125,202,118,48,10,26,101,60,3,57,246,6,8,3,5,48,4,0.245,0.3,0.423,0.723
"wolteto01",2017,"Tony Wolters",27,"Maj-NL","Colorado",274,892,769,91,180,140,29,7,4,85,95,16,79,156,16,4,8,24,2,2,0.234,0.328,0.306,0.633
"owingch01",2017,"Chris Owings",27,"Maj-AL,Maj-NL","Arizona,Boston,Kansas City",268,891,823,88,180,113,46,2,19,87,55,4,51,240,5,2,6,9,28,8,0.219,0.27,0.349,0.619
"hechaad01",2017,"Adeiny Hechavarria",30,"Maj-AL,Maj-NL","Atlanta,Miami,New York,Pittsburgh,Tampa Bay",274,890,829,105,208,142,37,6,23,94,43,3,40,173,4,4,10,17,9,1,0.251,0.288,0.393,0.681
"souzast01",2017,"Steven Souza Jr.",29,"Maj-AL,Maj-NL","Arizona,Tampa Bay",219,889,764,99,178,102,36,5,35,107,112,2,110,254,10,2,1,13,22,4,0.233,0.338,0.431,0.769
"nunezre01",2017,"Renato Nunez",25,"Maj-AL","Baltimore,Oakland,Texas",232,876,792,101,196,118,38,0,40,115,64,1,63,213,14,0,6,13,1,1,0.248,0.313,0.447,0.76
"pinama01",2017,"Manny Pina",32,"Maj-NL","Milwaukee",275,875,794,94,205,136,42,2,25,96,57,4,53,191,14,2,8,22,4,0,0.258,0.316,0.411,0.727
"beltrad01",2017,"Adrian Beltre",39,"Maj-AL","Texas",213,870,773,96,224,145,45,2,32,136,73,4,69,148,10,0,14,20,2,0,0.29,0.353,0.477,0.83
"garcigr01",2017,"Greg Garcia",29,"Maj-NL","San Diego,St. Louis",367,870,733,94,178,135,28,6,9,66,110,2,108,184,15,7,5,13,5,3,0.243,0.351,0.334,0.685
"cervefr01",2017,"Francisco Cervelli",33,"Maj-NL","Atlanta,Pittsburgh",233,868,738,85,182,120,36,6,20,100,96,1,95,190,26,3,5,21,3,4,0.247,0.351,0.393,0.744
"cozarza01",2017,"Zack Cozart",33,"Maj-AL,Maj-NL","Cincinnati,Los Angeles",218,867,759,113,191,114,39,9,29,88,86,0,86,136,12,0,10,14,3,0,0.252,0.333,0.441,0.775
"kendrho01",2017,"Howie Kendrick",35,"Maj-NL","Philadelphia,Washington",252,864,791,118,257,170,53,4,30,115,54,2,52,146,11,0,8,25,15,7,0.325,0.373,0.516,0.889
"hernago01",2017,"Gorkys Hernandez",31,"Maj-AL,Maj-NL","Boston,San Francisco",280,856,773,97,183,126,37,5,15,64,63,4,59,200,7,6,7,20,21,8,0.237,0.298,0.356,0.653
"sogarer01",2017,"Eric Sogard",33,"Maj-AL,Maj-NL","Milwaukee,Tampa Bay,Toronto",254,855,743,103,196,136,41,3,16,60,95,5,90,124,8,5,4,14,14,3,0.264,0.352,0.392,0.744
"winkeje01",2017,"Jesse Winker",25,"Maj-NL","Cincinnati",249,853,738,110,211,139,40,2,30,96,102,6,96,128,10,2,1,18,1,3,0.286,0.38,0.468,0.847
"pireljo01",2017,"Jose Pirela",29,"Maj-NL","Philadelphia,San Diego",243,841,772,98,203,132,49,6,16,74,59,1,58,167,5,1,4,19,10,4,0.263,0.318,0.404,0.722
"iannech01",2017,"Chris Iannetta",36,"Maj-NL","Arizona,Colorado",249,840,715,94,168,91,42,1,34,100,105,8,97,228,14,1,5,25,0,0,0.235,0.342,0.439,0.781
"hicksjo02",2017,"John Hicks",29,"Maj-AL","Detroit",235,835,780,89,188,120,39,1,28,89,48,0,48,244,3,1,3,21,3,2,0.241,0.287,0.401,0.688
"reyesfr01",2017,"Franmil Reyes",23,"Maj-AL,Maj-NL","Cleveland,San Diego",236,833,755,105,196,115,28,0,53,112,71,1,70,236,0,0,7,20,0,0,0.26,0.321,0.507,0.828
